index,sentiment:hate,sentiment:hatenor,sentiment:neg,sentiment:negnor,sentiment:pos,sentiment:posnor
7431,1,0.055555556,0,0,0,0
7432,0,0,0,0,0,0
7433,0,0,1,0.058823529,0,0
7434,0,0,0,0,1,0.043478261
7435,1,0.166666667,0,0,0,0
7436,0,0,0,0,0,0
7437,1,0.071428571,3,0.214285714,1,0.071428571
7438,1,0.5,1,0.5,0,0
7439,1,0.05,0,0,1,0.05
7440,0,0,0,0,0,0
7441,1,0.125,1,0.125,1,0.125
7442,1,0.5,1,0.5,0,0
7443,0,0,0,0,0,0
7444,1,1,0,0,0,0
7445,1,0.090909091,2,0.181818182,0,0
7446,1,0.25,1,0.25,0,0
7447,1,0.142857143,0,0,0,0
7448,1,0.142857143,1,0.142857143,0,0
7449,1,0.166666667,1,0.166666667,1,0.166666667
7450,1,0.5,0,0,0,0
7451,0,0,1,0.083333333,0,0
7452,1,0.25,1,0.25,0,0
7453,1,0.045454545,1,0.045454545,0,0
7454,1,0.166666667,0,0,0,0
7455,1,0.25,0,0,1,0.25
7456,1,0.25,0,0,0,0
7457,0,0,1,0.1,0,0
7458,0,0,0,0,0,0
7459,0,0,0,0,2,0.166666667
7460,1,0.055555556,1,0.055555556,0,0
7461,1,0.5,1,0.5,0,0
7462,0,0,1,0.055555556,3,0.166666667
7463,1,0.5,1,0.5,0,0
7464,1,0.111111111,0,0,0,0
7465,0,0,0,0,0,0
7466,1,0.166666667,1,0.166666667,0,0
7467,1,0.041666667,1,0.041666667,1,0.041666667
7468,1,0.1,2,0.2,0,0
7469,1,0.090909091,1,0.090909091,0,0
7470,1,0.25,2,0.5,1,0.25
7471,1,0.083333333,2,0.166666667,0,0
7472,1,0.083333333,1,0.083333333,0,0
7473,1,0.071428571,1,0.071428571,0,0
7474,1,0.083333333,0,0,1,0.083333333
7475,0,0,1,0.166666667,0,0
7476,0,0,1,0.090909091,1,0.090909091
7477,1,0.090909091,0,0,1,0.090909091
7478,0,0,3,0.130434783,0,0
7479,1,0.05,1,0.05,2,0.1
7480,1,0.043478261,1,0.043478261,0,0
7482,0,0,1,0.090909091,1,0.090909091
7483,1,0.125,0,0,0,0
7484,0,0,2,0.4,0,0
7485,1,0.125,1,0.125,0,0
7486,1,0.1,1,0.1,0,0
7487,1,0.090909091,1,0.090909091,1,0.090909091
7488,1,0.071428571,2,0.142857143,0,0
7489,1,0.111111111,1,0.111111111,0,0
7490,1,0.038461538,3,0.115384615,1,0.038461538
7491,1,0.041666667,1,0.041666667,0,0
7492,1,0.035714286,1,0.035714286,2,0.071428571
7493,0,0,0,0,0,0
7494,1,0.066666667,1,0.066666667,1,0.066666667
7495,1,0.090909091,1,0.090909091,0,0
7496,1,0.05,3,0.15,0,0
7497,1,0.142857143,1,0.142857143,0,0
7498,1,0.047619048,1,0.047619048,1,0.047619048
7499,1,0.1,1,0.1,0,0
7500,1,0.083333333,0,0,0,0
7501,1,0.055555556,0,0,1,0.055555556
7502,1,0.111111111,1,0.111111111,0,0
7503,0,0,0,0,0,0
7504,1,0.5,1,0.5,0,0
7505,0,0,0,0,0,0
7506,1,0.2,1,0.2,0,0
7507,1,0.076923077,2,0.153846154,0,0
7508,0,0,0,0,1,0.083333333
7509,0,0,0,0,0,0
7510,1,0.076923077,2,0.153846154,0,0
7511,1,0.076923077,1,0.076923077,0,0
7512,0,0,0,0,0,0
7513,0,0,1,0.333333333,0,0
7514,0,0,0,0,0,0
7515,0,0,0,0,0,0
7516,0,0,1,0.076923077,0,0
7517,0,0,0,0,1,0.333333333
7518,1,0.076923077,1,0.076923077,0,0
7519,1,0.066666667,3,0.2,0,0
7520,1,0.25,0,0,0,0
7521,2,0.111111111,0,0,0,0
7522,1,0.1,1,0.1,1,0.1
7523,1,0.083333333,2,0.166666667,0,0
7525,1,0.066666667,0,0,0,0
7526,1,0.1,1,0.1,1,0.1
7527,1,0.111111111,2,0.222222222,0,0
7528,1,0.5,0,0,0,0
7529,0,0,0,0,0,0
7531,1,0.142857143,2,0.285714286,0,0
7532,1,0.090909091,1,0.090909091,0,0
7533,1,0.125,1,0.125,1,0.125
7534,0,0,0,0,0,0
7535,1,0.333333333,1,0.333333333,0,0
7536,0,0,0,0,0,0
7537,1,0.2,2,0.4,0,0
7538,1,0.111111111,1,0.111111111,0,0
7539,1,0.090909091,1,0.090909091,0,0
7540,1,0.166666667,1,0.166666667,0,0
7541,1,0.0625,2,0.125,1,0.0625
7542,1,0.125,1,0.125,0,0
7543,1,0.038461538,1,0.038461538,0,0
7544,1,0.1,1,0.1,0,0
7545,2,0.142857143,1,0.071428571,0,0
7546,1,0.1,1,0.1,0,0
7547,1,0.1,2,0.2,0,0
7548,2,0.166666667,0,0,1,0.083333333
7549,0,0,1,0.2,0,0
7550,0,0,0,0,1,0.037037037
7551,1,0.1,1,0.1,0,0
7552,0,0,0,0,0,0
7553,1,0.083333333,2,0.166666667,0,0
7554,1,0.125,1,0.125,0,0
7555,1,0.166666667,3,0.5,0,0
7556,0,0,0,0,0,0
7557,0,0,1,0.04,1,0.04
7558,1,1,0,0,0,0
7559,1,0.083333333,1,0.083333333,0,0
7560,0,0,1,0.142857143,0,0
7561,1,0.2,0,0,0,0
7562,1,0.066666667,0,0,0,0
7563,1,0.125,1,0.125,0,0
7564,0,0,1,1,0,0
7565,0,0,0,0,0,0
7566,0,0,1,0.142857143,0,0
7567,0,0,1,0.5,0,0
7568,1,0.0625,3,0.1875,1,0.0625
7569,0,0,2,0.666666667,0,0
7570,1,0.166666667,1,0.166666667,0,0
7571,2,0.095238095,3,0.142857143,1,0.047619048
7572,1,0.083333333,2,0.166666667,0,0
7573,0,0,0,0,1,0.1
7574,0,0,0,0,0,0
7575,1,0.055555556,2,0.111111111,0,0
7576,0,0,0,0,0,0
7577,1,0.333333333,1,0.333333333,0,0
7578,1,0.111111111,0,0,1,0.111111111
7579,0,0,0,0,0,0
7580,0,0,2,0.2,0,0
7581,0,0,0,0,0,0
7582,1,0.066666667,0,0,0,0
7583,1,0.2,2,0.4,0,0
7584,1,0.083333333,0,0,1,0.083333333
7585,0,0,1,0.125,1,0.125
7586,1,0.5,1,0.5,0,0
7587,1,0.076923077,1,0.076923077,1,0.076923077
7588,0,0,0,0,1,0.142857143
7589,1,0.076923077,0,0,1,0.076923077
7590,1,0.083333333,0,0,0,0
7591,0,0,0,0,0,0
7592,0,0,0,0,0,0
7593,1,0.111111111,1,0.111111111,2,0.222222222
7594,1,0.041666667,1,0.041666667,1,0.041666667
7595,1,0.043478261,3,0.130434783,0,0
7596,1,0.052631579,2,0.105263158,0,0
7598,1,0.111111111,1,0.111111111,0,0
7599,0,0,2,0.25,0,0
7600,1,0.333333333,1,0.333333333,0,0
7601,0,0,1,0.125,2,0.25
7602,0,0,0,0,0,0
7603,0,0,1,0.052631579,2,0.105263158
7604,0,0,2,0.086956522,2,0.086956522
7605,1,1,0,0,0,0
7606,0,0,1,0.041666667,2,0.083333333
7607,1,0.2,0,0,0,0
7608,1,0.25,1,0.25,0,0
7609,1,0.166666667,1,0.166666667,0,0
7610,0,0,0,0,1,0.5
7611,1,0.5,1,0.5,0,0
7612,1,0.045454545,2,0.090909091,0,0
7613,1,0.043478261,1,0.043478261,0,0
7614,0,0,1,0.045454545,0,0
7615,0,0,0,0,0,0
7616,2,0.25,2,0.25,0,0
7617,0,0,0,0,2,0.285714286
7618,1,0.1,2,0.2,0,0
7619,1,0.1,1,0.1,0,0
7620,0,0,0,0,0,0
7621,1,0.033333333,1,0.033333333,0,0
7622,0,0,0,0,0,0
7623,0,0,2,0.105263158,1,0.052631579
7624,1,0.045454545,2,0.090909091,1,0.045454545
7625,1,0.043478261,2,0.086956522,0,0
7626,1,0.090909091,1,0.090909091,2,0.181818182
7627,1,0.111111111,1,0.111111111,1,0.111111111
7628,2,0.111111111,1,0.055555556,0,0
7629,1,0.111111111,3,0.333333333,0,0
7630,1,0.043478261,2,0.086956522,1,0.043478261
7631,0,0,1,0.0625,0,0
7632,1,0.03125,3,0.09375,0,0
7633,1,0.142857143,1,0.142857143,0,0
7634,1,0.1,2,0.2,1,0.1
7635,2,0.068965517,0,0,1,0.034482759
7636,1,0.045454545,2,0.090909091,1,0.045454545
7637,0,0,2,0.2,0,0
7638,0,0,1,0.047619048,2,0.095238095
7639,1,0.111111111,1,0.111111111,0,0
7640,1,0.037037037,0,0,3,0.111111111
7641,0,0,0,0,0,0
7642,1,0.083333333,0,0,1,0.083333333
7643,1,0.058823529,1,0.058823529,0,0
7644,0,0,0,0,1,0.016949153
7645,0,0,0,0,0,0
7646,0,0,0,0,0,0
7647,0,0,0,0,0,0
7648,0,0,0,0,0,0
7649,0,0,1,0.055555556,1,0.055555556
7650,1,0.2,0,0,0,0
7651,1,0.03125,3,0.09375,0,0
7652,1,0.032258065,4,0.129032258,0,0
7653,0,0,0,0,2,0.125
7654,1,0.071428571,1,0.071428571,0,0
7655,1,0.125,0,0,0,0
7656,1,0.047619048,0,0,1,0.047619048
7657,1,0.142857143,1,0.142857143,0,0
7658,2,0.166666667,0,0,0,0
7659,1,0.090909091,0,0,0,0
7660,1,0.090909091,0,0,0,0
7661,1,0.071428571,2,0.142857143,0,0
7662,1,0.047619048,4,0.19047619,1,0.047619048
7663,0,0,1,0.090909091,0,0
7664,1,0.125,1,0.125,0,0
7665,1,0.1,0,0,2,0.2
7666,1,0.058823529,1,0.058823529,0,0
7667,1,0.166666667,1,0.166666667,0,0
7668,1,0.166666667,0,0,0,0
7669,1,0.166666667,1,0.166666667,0,0
7670,1,0.166666667,0,0,0,0
7671,1,0.045454545,0,0,0,0
7672,1,0.125,1,0.125,0,0
7674,1,0.032258065,3,0.096774194,1,0.032258065
7675,1,0.045454545,3,0.136363636,0,0
7676,0,0,1,0.166666667,0,0
7677,0,0,0,0,1,0.043478261
7678,1,0.038461538,3,0.115384615,0,0
7679,1,0.1,1,0.1,0,0
7680,0,0,1,0.090909091,0,0
7681,1,0.083333333,2,0.166666667,0,0
7682,1,0.071428571,1,0.071428571,0,0
7683,0,0,1,0.037037037,0,0
7684,1,0.111111111,1,0.111111111,1,0.111111111
7685,0,0,2,0.2,2,0.2
7686,1,0.0625,4,0.25,2,0.125
7687,0,0,0,0,2,0.095238095
7688,0,0,3,0.096774194,0,0
7689,1,0.111111111,1,0.111111111,0,0
7690,1,0.25,1,0.25,0,0
7692,1,0.076923077,1,0.076923077,1,0.076923077
7693,1,0.090909091,1,0.090909091,0,0
7694,0,0,0,0,1,0.05
7695,0,0,0,0,0,0
7696,0,0,0,0,2,0.095238095
7697,1,0.045454545,1,0.045454545,1,0.045454545
7698,1,0.055555556,1,0.055555556,0,0
7699,0,0,1,0.055555556,1,0.055555556
7700,1,0.043478261,1,0.043478261,1,0.043478261
7701,1,0.111111111,1,0.111111111,0,0
7702,1,0.1,2,0.2,0,0
7703,1,0.111111111,1,0.111111111,0,0
7704,0,0,2,0.153846154,0,0
7705,1,0.037037037,4,0.148148148,1,0.037037037
7706,0,0,0,0,0,0
7707,0,0,0,0,0,0
7708,1,0.1,1,0.1,1,0.1
7709,1,0.076923077,0,0,0,0
7710,1,0.034482759,1,0.034482759,2,0.068965517
7712,0,0,1,0.111111111,0,0
7713,1,0.166666667,1,0.166666667,0,0
7714,1,0.066666667,2,0.133333333,0,0
7715,0,0,1,0.142857143,0,0
7716,1,0.047619048,2,0.095238095,0,0
7717,0,0,0,0,1,0.083333333
7718,1,0.04,2,0.08,2,0.08
7719,0,0,0,0,1,0.038461538
7720,1,0.076923077,0,0,0,0
7721,0,0,0,0,0,0
7722,1,0.052631579,1,0.052631579,0,0
7723,1,0.045454545,2,0.090909091,0,0
7724,1,0.043478261,1,0.043478261,1,0.043478261
7725,1,0.0625,0,0,2,0.125
7726,1,0.05,3,0.15,0,0
7727,0,0,1,0.090909091,0,0
7728,0,0,0,0,0,0
7729,1,0.125,1,0.125,0,0
7730,0,0,0,0,0,0
7731,0,0,0,0,0,0
7732,1,0.142857143,1,0.142857143,0,0
7733,0,0,0,0,0,0
7734,1,0.037037037,2,0.074074074,1,0.037037037
7735,1,0.037037037,0,0,1,0.037037037
7736,1,0.076923077,0,0,0,0
7737,1,0.111111111,1,0.111111111,0,0
7738,1,0.2,1,0.2,0,0
7739,1,0.090909091,1,0.090909091,0,0
7740,0,0,1,0.125,1,0.125
7741,2,0.25,0,0,2,0.25
7742,1,0.058823529,2,0.117647059,1,0.058823529
7743,0,0,1,0.03125,1,0.03125
7744,0,0,0,0,1,0.032258065
7745,0,0,0,0,1,0.041666667
7746,1,0.066666667,0,0,1,0.066666667
7747,1,0.111111111,1,0.111111111,0,0
7748,0,0,1,0.125,0,0
7749,4,0.148148148,5,0.185185185,1,0.037037037
7750,1,0.066666667,2,0.133333333,1,0.066666667
7751,1,0.2,1,0.2,0,0
7752,1,0.2,1,0.2,0,0
7753,1,0.071428571,2,0.142857143,1,0.071428571
7754,1,0.125,0,0,0,0
7755,3,0.111111111,4,0.148148148,1,0.037037037
7756,1,0.142857143,0,0,2,0.285714286
7757,0,0,0,0,0,0
7758,0,0,0,0,2,0.142857143
7759,2,0.285714286,0,0,1,0.142857143
7760,0,0,1,0.0625,0,0
7761,1,0.1,2,0.2,0,0
7762,1,0.142857143,0,0,0,0
7763,1,0.142857143,1,0.142857143,1,0.142857143
7764,0,0,1,0.1,0,0
7765,0,0,3,0.375,0,0
7766,1,0.052631579,2,0.105263158,0,0
7767,1,0.125,2,0.25,0,0
7768,0,0,0,0,0,0
7769,0,0,1,0.071428571,0,0
7770,0,0,1,0.142857143,0,0
7771,1,0.047619048,0,0,2,0.095238095
7772,1,0.083333333,1,0.083333333,2,0.166666667
7773,1,0.2,0,0,0,0
7774,1,0.037037037,1,0.037037037,3,0.111111111
7775,0,0,2,0.222222222,0,0
7776,0,0,0,0,2,0.1
7777,0,0,1,0.076923077,0,0
7778,1,0.071428571,2,0.142857143,0,0
7779,0,0,0,0,0,0
7780,0,0,0,0,0,0
7781,0,0,0,0,0,0
7782,1,0.083333333,2,0.166666667,0,0
7783,1,0.0625,3,0.1875,0,0
7784,2,0.25,0,0,0,0
7785,0,0,1,0.111111111,0,0
7786,0,0,0,0,0,0
7787,1,0.041666667,2,0.083333333,0,0
7788,0,0,0,0,0,0
7789,1,0.04,0,0,0,0
7790,0,0,1,0.25,0,0
7791,0,0,0,0,0,0
7792,1,0.142857143,0,0,0,0
7793,1,0.076923077,0,0,0,0
7794,1,0.071428571,0,0,0,0
7795,2,0.1,2,0.1,0,0
7796,0,0,1,0.2,0,0
7797,1,0.058823529,0,0,0,0
7798,0,0,0,0,0,0
7799,1,0.111111111,0,0,0,0
7800,1,0.090909091,0,0,0,0
7801,0,0,0,0,2,0.125
7802,0,0,0,0,0,0
7803,0,0,0,0,0,0
7804,1,0.0625,1,0.0625,0,0
7806,3,0.12,0,0,3,0.12
7807,0,0,0,0,1,0.142857143
7808,1,0.0625,1,0.0625,0,0
7809,0,0,1,0.166666667,0,0
7810,0,0,1,0.076923077,0,0
7811,1,0.0625,1,0.0625,1,0.0625
7812,0,0,0,0,1,0.125
7813,0,0,0,0,0,0
7814,1,0.142857143,0,0,0,0
7815,1,0.045454545,0,0,0,0
7816,0,0,1,0.076923077,0,0
7817,0,0,1,0.076923077,0,0
7818,0,0,1,0.1,0,0
7819,1,0.142857143,0,0,0,0
7820,1,0.058823529,0,0,1,0.058823529
7821,1,0.125,1,0.125,0,0
7822,1,0.090909091,2,0.181818182,0,0
7823,1,0.083333333,1,0.083333333,1,0.083333333
7824,1,0.071428571,0,0,0,0
7825,1,0.05,1,0.05,0,0
7826,2,0.133333333,3,0.2,0,0
7827,1,0.066666667,0,0,1,0.066666667
7828,1,0.125,1,0.125,0,0
7829,1,0.1,0,0,0,0
7830,1,0.05,0,0,1,0.05
7831,0,0,1,0.05,0,0
7832,0,0,0,0,0,0
7833,0,0,0,0,0,0
7834,0,0,0,0,1,0.043478261
7835,0,0,0,0,0,0
7837,3,0.333333333,2,0.222222222,1,0.111111111
7838,1,0.142857143,1,0.142857143,0,0
7839,0,0,0,0,0,0
7840,1,0.0625,2,0.125,1,0.0625
7841,0,0,2,0.117647059,1,0.058823529
7842,2,0.095238095,2,0.095238095,0,0
7843,0,0,0,0,1,0.05
7844,0,0,1,0.071428571,0,0
7845,1,0.038461538,0,0,1,0.038461538
7846,1,0.1,0,0,0,0
7847,1,0.111111111,0,0,1,0.111111111
7848,1,0.076923077,3,0.230769231,0,0
7849,1,0.03125,1,0.03125,5,0.15625
7850,1,0.125,2,0.25,0,0
7851,1,0.142857143,0,0,1,0.142857143
7852,0,0,2,0.142857143,1,0.071428571
7853,1,0.142857143,1,0.142857143,0,0
7854,1,0.0625,2,0.125,0,0
7855,0,0,0,0,2,0.105263158
7856,0,0,1,0.045454545,1,0.045454545
7857,1,0.083333333,2,0.166666667,0,0
7858,0,0,2,0.1,0,0
7859,0,0,0,0,0,0
7860,1,0.047619048,0,0,1,0.047619048
7861,1,0.142857143,1,0.142857143,0,0
7862,0,0,0,0,0,0
7863,0,0,0,0,0,0
7864,0,0,0,0,0,0
7865,0,0,1,0.111111111,0,0
7866,0,0,2,0.181818182,0,0
7867,1,0.166666667,0,0,0,0
7868,1,0.125,0,0,0,0
7869,1,0.090909091,1,0.090909091,0,0
7870,1,0.1,1,0.1,0,0
7871,1,0.058823529,2,0.117647059,1,0.058823529
7872,1,0.058823529,0,0,0,0
7873,1,0.125,1,0.125,0,0
7874,1,0.035714286,2,0.071428571,2,0.071428571
7875,0,0,0,0,0,0
7876,0,0,0,0,0,0
7877,1,0.125,0,0,1,0.125
7878,1,0.034482759,2,0.068965517,1,0.034482759
7879,1,0.055555556,0,0,2,0.111111111
7880,1,0.1,1,0.1,0,0
7881,1,0.111111111,0,0,0,0
7882,1,0.076923077,1,0.076923077,1,0.076923077
7883,1,0.034482759,4,0.137931034,0,0
7884,1,0.066666667,1,0.066666667,1,0.066666667
7886,2,0.074074074,3,0.111111111,1,0.037037037
7887,1,0.142857143,1,0.142857143,0,0
7888,0,0,3,0.142857143,1,0.047619048
7889,1,0.125,0,0,0,0
7890,1,0.076923077,0,0,0,0
7891,1,0.058823529,1,0.058823529,1,0.058823529
7892,0,0,0,0,0,0
7893,1,0.142857143,2,0.285714286,0,0
7894,0,0,1,0.047619048,2,0.095238095
7895,1,0.083333333,0,0,0,0
7896,1,0.038461538,0,0,1,0.038461538
7897,1,0.125,2,0.25,0,0
7898,0,0,0,0,0,0
7899,1,0.076923077,1,0.076923077,0,0
7900,1,0.25,1,0.25,0,0
7901,1,0.034482759,2,0.068965517,0,0
7902,0,0,1,0.125,0,0
7903,1,0.043478261,4,0.173913043,1,0.043478261
7904,1,0.052631579,1,0.052631579,0,0
7905,0,0,2,0.090909091,1,0.045454545
7906,1,0.125,0,0,1,0.125
7907,1,0.166666667,1,0.166666667,0,0
7908,0,0,0,0,1,0.058823529
7909,2,0.153846154,3,0.230769231,1,0.076923077
7910,1,0.083333333,2,0.166666667,1,0.083333333
7911,1,0.071428571,0,0,0,0
7912,0,0,1,0.05,0,0
7913,1,0.055555556,1,0.055555556,0,0
7914,0,0,1,0.5,0,0
7915,0,0,0,0,0,0
7916,1,0.04,2,0.08,1,0.04
7917,1,0.033333333,1,0.033333333,1,0.033333333
7918,1,0.058823529,3,0.176470588,0,0
7919,1,0.090909091,1,0.090909091,0,0
7920,0,0,0,0,1,0.090909091
7921,1,0.071428571,1,0.071428571,0,0
7922,1,0.066666667,1,0.066666667,1,0.066666667
7923,2,0.125,2,0.125,1,0.0625
7924,0,0,1,0.111111111,0,0
7925,0,0,2,0.083333333,1,0.041666667
7926,1,0.071428571,2,0.142857143,1,0.071428571
7927,0,0,1,0.5,0,0
7929,1,0.047619048,2,0.095238095,3,0.142857143
7930,0,0,1,0.083333333,0,0
7931,1,0.111111111,1,0.111111111,1,0.111111111
7932,1,0.083333333,3,0.25,0,0
7933,2,0.095238095,2,0.095238095,3,0.142857143
7934,1,0.071428571,2,0.142857143,0,0
7935,1,0.166666667,1,0.166666667,1,0.166666667
7936,1,0.035714286,1,0.035714286,3,0.107142857
7937,0,0,0,0,0,0
7938,1,0.1,1,0.1,1,0.1
7939,1,0.111111111,1,0.111111111,1,0.111111111
7940,0,0,0,0,0,0
7941,1,0.076923077,2,0.153846154,0,0
7942,1,0.041666667,0,0,0,0
7943,0,0,0,0,0,0
7944,1,0.2,0,0,0,0
7945,0,0,1,0.125,0,0
7946,1,0.045454545,2,0.090909091,0,0
7947,1,0.052631579,2,0.105263158,1,0.052631579
7948,1,0.034482759,2,0.068965517,2,0.068965517
7949,1,0.083333333,2,0.166666667,1,0.083333333
7950,1,0.058823529,0,0,0,0
7951,1,0.0625,1,0.0625,0,0
7952,1,0.125,3,0.375,0,0
7953,1,0.047619048,0,0,1,0.047619048
7954,0,0,3,0.125,0,0
7955,1,0.090909091,1,0.090909091,0,0
7956,1,0.043478261,1,0.043478261,0,0
7957,0,0,1,0.083333333,0,0
7958,1,0.041666667,4,0.166666667,1,0.041666667
7959,1,0.058823529,2,0.117647059,1,0.058823529
7960,1,0.037037037,1,0.037037037,1,0.037037037
7961,0,0,2,0.25,0,0
7962,1,0.142857143,1,0.142857143,1,0.142857143
7963,1,0.2,1,0.2,0,0
7964,0,0,1,0.090909091,0,0
7965,1,0.090909091,1,0.090909091,1,0.090909091
7966,0,0,0,0,0,0
7967,1,0.066666667,0,0,1,0.066666667
7968,0,0,1,0.066666667,0,0
7969,1,0.041666667,2,0.083333333,0,0
7970,1,0.043478261,1,0.043478261,0,0
7971,1,0.04,1,0.04,0,0
7972,1,0.090909091,1,0.090909091,0,0
7973,1,0.043478261,1,0.043478261,0,0
7974,0,0,1,0.0625,1,0.0625
7975,1,0.166666667,0,0,0,0
7976,0,0,0,0,3,0.107142857
7977,0,0,1,0.1,0,0
7978,1,0.25,1,0.25,0,0
7979,1,0.083333333,1,0.083333333,0,0
7980,2,0.090909091,2,0.090909091,1,0.045454545
7981,0,0,3,0.111111111,2,0.074074074
7982,2,0.086956522,3,0.130434783,2,0.086956522
7983,1,0.05,4,0.2,0,0
7984,1,0.090909091,1,0.090909091,0,0
7986,1,0.058823529,2,0.117647059,0,0
7987,1,0.166666667,1,0.166666667,1,0.166666667
7988,0,0,0,0,0,0
7989,1,0.037037037,1,0.037037037,0,0
7990,0,0,1,0.142857143,0,0
7991,1,0.166666667,0,0,0,0
7992,1,0.111111111,1,0.111111111,0,0
7993,1,0.071428571,3,0.214285714,0,0
7994,1,0.0625,3,0.1875,1,0.0625
7995,1,0.0625,1,0.0625,1,0.0625
7996,0,0,0,0,1,0.047619048
7997,0,0,1,0.1,0,0
7998,0,0,0,0,0,0
7999,0,0,0,0,0,0
8000,2,0.1,2,0.1,1,0.05
8001,0,0,2,0.083333333,1,0.041666667
8002,0,0,0,0,0,0
8003,2,0.083333333,1,0.041666667,0,0
8004,1,0.0625,1,0.0625,0,0
8005,1,0.045454545,0,0,0,0
8006,1,0.125,0,0,0,0
8007,0,0,0,0,0,0
8008,1,0.111111111,0,0,0,0
8010,0,0,0,0,3,0.230769231
8011,0,0,3,0.157894737,0,0
8012,0,0,1,0.076923077,0,0
8013,0,0,3,0.230769231,0,0
8014,0,0,0,0,0,0
8015,1,0.058823529,1,0.058823529,0,0
8016,0,0,0,0,0,0
8017,0,0,2,0.153846154,0,0
8018,1,0.090909091,1,0.090909091,1,0.090909091
8019,1,0.066666667,0,0,0,0
8020,1,0.045454545,0,0,1,0.045454545
8021,0,0,0,0,0,0
8022,1,0.333333333,1,0.333333333,0,0
8023,0,0,0,0,0,0
8024,1,0.090909091,3,0.272727273,0,0
8025,1,0.166666667,3,0.5,0,0
8026,1,0.052631579,1,0.052631579,1,0.052631579
8027,1,0.1,0,0,0,0
8028,0,0,3,0.115384615,0,0
8029,0,0,0,0,0,0
8030,1,0.055555556,2,0.111111111,0,0
8031,1,0.111111111,1,0.111111111,0,0
8032,1,0.125,2,0.25,2,0.25
8033,0,0,0,0,0,0
8034,0,0,1,0.166666667,0,0
8035,1,0.037037037,0,0,1,0.037037037
8036,1,0.037037037,1,0.037037037,0,0
8037,0,0,0,0,0,0
8038,0,0,0,0,1,0.037037037
8039,1,0.035714286,2,0.071428571,1,0.035714286
8040,2,0.090909091,2,0.090909091,1,0.045454545
8041,1,0.052631579,1,0.052631579,1,0.052631579
8042,1,0.058823529,1,0.058823529,0,0
8043,1,0.071428571,0,0,0,0
8044,1,0.05,0,0,1,0.05
8045,1,0.043478261,1,0.043478261,0,0
8046,1,0.066666667,2,0.133333333,1,0.066666667
8047,2,0.068965517,3,0.103448276,0,0
8048,0,0,2,0.066666667,1,0.033333333
8049,0,0,1,0.052631579,0,0
8050,1,0.166666667,1,0.166666667,0,0
8051,1,0.045454545,2,0.090909091,1,0.045454545
8052,1,0.125,1,0.125,0,0
8053,1,0.043478261,1,0.043478261,0,0
8054,1,0.076923077,1,0.076923077,0,0
8055,1,0.1,1,0.1,0,0
8056,1,0.037037037,0,0,3,0.111111111
8057,0,0,0,0,0,0
8058,0,0,0,0,2,0.066666667
8059,1,0.083333333,0,0,0,0
8060,1,0.142857143,1,0.142857143,1,0.142857143
8061,1,0.1,0,0,0,0
8062,1,0.083333333,1,0.083333333,0,0
8063,0,0,0,0,0,0
8064,1,0.05,0,0,0,0
8065,1,0.038461538,1,0.038461538,0,0
8066,1,0.058823529,0,0,2,0.117647059
8067,0,0,1,0.058823529,1,0.058823529
8068,1,0.037037037,0,0,1,0.037037037
8069,0,0,1,0.1,1,0.1
8070,1,0.0625,0,0,0,0
8071,0,0,0,0,0,0
8072,1,0.076923077,0,0,1,0.076923077
8073,0,0,1,0.25,0,0
8074,1,0.2,1,0.2,0,0
8076,0,0,0,0,0,0
8077,0,0,1,0.111111111,0,0
8078,1,0.047619048,2,0.095238095,1,0.047619048
8079,1,0.043478261,5,0.217391304,1,0.043478261
8080,1,0.043478261,3,0.130434783,1,0.043478261
8081,0,0,0,0,0,0
8082,1,0.111111111,2,0.222222222,0,0
8083,1,0.066666667,1,0.066666667,1,0.066666667
8084,1,0.037037037,2,0.074074074,0,0
8085,1,0.047619048,0,0,1,0.047619048
8086,1,0.076923077,1,0.076923077,1,0.076923077
8087,1,0.166666667,1,0.166666667,0,0
8088,1,0.043478261,4,0.173913043,0,0
8089,1,0.071428571,2,0.142857143,0,0
8090,1,0.1,0,0,1,0.1
8091,0,0,2,0.066666667,1,0.033333333
8092,1,0.071428571,2,0.142857143,0,0
8093,0,0,0,0,0,0
8094,1,0.04,1,0.04,0,0
8095,1,0.083333333,0,0,0,0
8096,1,0.076923077,1,0.076923077,0,0
8097,1,0.071428571,2,0.142857143,0,0
8098,0,0,1,0.125,0,0
8099,1,0.058823529,0,0,0,0
8100,0,0,0,0,2,0.105263158
8101,1,0.0625,1,0.0625,1,0.0625
8102,0,0,0,0,0,0
8103,1,0.047619048,0,0,0,0
8104,2,0.166666667,2,0.166666667,1,0.083333333
8105,0,0,1,0.058823529,0,0
8106,0,0,0,0,0,0
8107,0,0,2,0.111111111,0,0
8108,0,0,2,0.222222222,0,0
8109,1,0.125,0,0,0,0
8110,1,0.125,0,0,0,0
8111,1,0.125,0,0,0,0
8112,0,0,0,0,2,0.133333333
8113,1,0.142857143,0,0,0,0
8114,2,0.117647059,1,0.058823529,2,0.117647059
8115,1,0.035714286,1,0.035714286,0,0
8116,1,0.045454545,2,0.090909091,0,0
8117,1,0.058823529,2,0.117647059,0,0
8118,1,0.090909091,1,0.090909091,0,0
8119,1,0.2,1,0.2,0,0
8120,0,0,1,0.043478261,0,0
8121,1,0.111111111,2,0.222222222,1,0.111111111
8122,1,0.125,2,0.25,0,0
8123,2,0.2,4,0.4,2,0.2
